Bug_ID,Video_Link
1602673,https://bugzilla.mozilla.org/attachment.cgi?id=9114801
1602674,https://bugzilla.mozilla.org/attachment.cgi?id=9114803
1604043,https://bugzilla.mozilla.org/attachment.cgi?id=9131423
1604430,https://bugzilla.mozilla.org/attachment.cgi?id=9116340
1604452,https://bugzilla.mozilla.org/attachment.cgi?id=9116360
1604452,https://bugzilla.mozilla.org/attachment.cgi?id=9116361
1604472,https://bugzilla.mozilla.org/attachment.cgi?id=9116376
1605007,https://bugzilla.mozilla.org/attachment.cgi?id=9116910
1605623,https://bugzilla.mozilla.org/attachment.cgi?id=9117531
1605623,https://bugzilla.mozilla.org/attachment.cgi?id=9117532
1606152,https://bugzilla.mozilla.org/attachment.cgi?id=9117919
1607337,https://bugzilla.mozilla.org/attachment.cgi?id=9118960
1608607,https://bugzilla.mozilla.org/attachment.cgi?id=9120219
1608661,https://bugzilla.mozilla.org/attachment.cgi?id=9120286
1609470,https://bugzilla.mozilla.org/attachment.cgi?id=9121090
1609472,https://bugzilla.mozilla.org/attachment.cgi?id=9121094
1610539,https://bugzilla.mozilla.org/attachment.cgi?id=9122063
1610867,https://bugzilla.mozilla.org/attachment.cgi?id=9122393
1611900,https://bugzilla.mozilla.org/attachment.cgi?id=9123285
1612082,https://bugzilla.mozilla.org/attachment.cgi?id=9123494
1612136,https://bugzilla.mozilla.org/attachment.cgi?id=9123524
1612161,https://bugzilla.mozilla.org/attachment.cgi?id=9123539
1612255,https://bugzilla.mozilla.org/attachment.cgi?id=9136014
1612342,https://bugzilla.mozilla.org/attachment.cgi?id=9123689
1612361,https://bugzilla.mozilla.org/attachment.cgi?id=9123702
1613145,https://bugzilla.mozilla.org/attachment.cgi?id=9124274
1613160,https://bugzilla.mozilla.org/attachment.cgi?id=9124295
1614380,https://bugzilla.mozilla.org/attachment.cgi?id=9125555
1614631,https://bugzilla.mozilla.org/attachment.cgi?id=9125801
1614920,https://bugzilla.mozilla.org/attachment.cgi?id=9126081
1614920,https://bugzilla.mozilla.org/attachment.cgi?id=9165327
1614927,https://bugzilla.mozilla.org/attachment.cgi?id=9126090
1614953,https://bugzilla.mozilla.org/attachment.cgi?id=9126114
